OnsetDate,CaseNum,CaseSum,UncaseNum,UncaseSum
2021-01-04,4638,507153,41742,4564377
2021-01-05,4611,511764,41499,4605876
2021-01-06,4619,516383,41571,4647447
2021-01-07,4534,520917,40806,4688253
2021-01-08,4879,525796,43911,4732164
2021-01-09,4543,530339,40887,4773051
2021-01-10,4633,534972,41697,4814748
2021-01-11,4638,539610,41742,4856490
2021-01-12,4505,544115,40545,4897035
2021-01-13,4353,548468,39177,4936212
2021-01-14,4203,552671,37827,4974039
2021-01-15,4034,556705,36306,5010345
2021-01-16,3988,560693,35892,5046237
2021-01-17,3992,564685,35928,5082165
2021-01-18,3938,568623,35442,5117607
2021-01-19,3848,572471,34632,5152239
2021-01-20,3770,576241,33930,5186169
2021-01-21,3612,579853,32508,5218677
2021-01-22,3509,583362,31581,5250258
2021-01-23,3484,586846,31356,5281614
2021-01-24,3532,590378,31788,5313402
2021-01-25,3499,593877,31491,5344893
2021-01-26,3437,597314,30933,5375826
2021-01-27,3393,600707,30537,5406363
2021-01-28,3261,603968,29349,5435712
2021-01-29,3162,607130,28458,5464170
2021-01-30,3197,610327,28773,5492943
2021-01-31,3161,613488,28449,5521392
2021-02-01,3091,616579,27819,5549211
2021-02-02,3040,619619,27360,5576571
2021-02-03,3040,622659,27360,5603931
2021-02-04,2977,625636,26793,5630724
2021-02-05,2927,628563,26343,5657067
2021-02-06,2777,631340,24993,5682060
2021-02-07,2803,634143,25227,5707287
2021-02-08,2783,636926,25047,5732334
2021-02-09,2631,639557,23679,5756013
2021-02-10,2643,642200,23787,5779800
2021-02-11,2636,644836,23724,5803524
2021-02-12,2425,647261,21825,5825349
2021-02-13,2427,649688,21843,5847192
2021-02-14,2454,652142,22086,5869278
2021-02-15,2425,654567,21825,5891103
2021-02-16,2369,656936,21321,5912424
2021-02-17,2315,659251,20835,5933259
2021-02-18,2280,661531,20520,5953779
2021-02-19,2266,663797,20394,5974173
2021-02-20,2214,666011,19926,5994099
2021-02-21,2217,668228,19953,6014052
2021-02-22,2309,670537,20781,6034833
2021-02-23,2175,672712,19575,6054408
2021-02-24,2204,674916,19836,6074244
2021-02-25,2283,677199,20547,6094791
2021-02-26,2269,679468,20421,6115212
2021-02-27,2251,681719,20259,6135471
2021-02-28,2231,683950,20079,6155550
2021-03-01,2245,686195,20205,6175755
2021-03-02,2193,688388,19737,6195492
2021-03-03,2137,690525,19233,6214725
2021-03-04,2091,692616,18819,6233544
2021-03-05,2079,694695,18711,6252255
2021-03-06,2086,696781,18774,6271029
2021-03-07,2064,698845,18576,6289605
2021-03-08,2137,700982,19233,6308838
2021-03-09,2001,702983,18009,6326847
2021-03-10,1944,704927,17496,6344343
2021-03-11,1897,706824,17073,6361416
2021-03-12,1856,708680,16704,6378120
2021-03-13,1888,710568,16992,6395112
2021-03-14,1910,712478,17190,6412302
2021-03-15,1923,714401,17307,6429609
2021-03-16,1881,716282,16929,6446538
2021-03-17,1891,718173,17019,6463557
2021-03-18,1871,720044,16839,6480396
2021-03-19,1880,721924,16920,6497316
2021-03-20,1886,723810,16974,6514290
2021-03-21,1949,725759,17541,6531831
2021-03-22,2008,727767,18072,6549903
2021-03-23,1963,729730,17667,6567570
2021-03-24,1991,731721,17919,6585489
2021-03-25,1980,733701,17820,6603309
2021-03-26,2027,735728,18243,6621552
2021-03-27,2054,737782,18486,6640038
2021-03-28,2117,739899,19053,6659091
2021-03-29,2180,742079,19620,6678711
2021-03-30,2125,744204,19125,6697836
2021-03-31,2163,746367,19467,6717303
2021-04-01,2160,748527,19440,6736743
2021-04-02,2228,750755,20052,6756795
2021-04-03,2264,753019,20376,6777171
2021-04-04,2313,755332,20817,6797988
2021-04-05,2361,757693,21249,6819237
2021-04-06,2241,759934,20169,6839406
2021-04-07,2379,762313,21411,6860817
2021-04-08,2342,764655,21078,6881895
2021-04-09,2335,766990,21015,6902910
2021-04-10,2359,769349,21231,6924141
2021-04-11,2388,771737,21492,6945633
2021-04-12,2498,774235,22482,6968115
2021-04-13,2437,776672,21933,6990048
2021-04-14,2423,779095,21807,7011855
2021-04-15,2335,781430,21015,7032870
2021-04-16,2294,783724,20646,7053516
2021-04-17,2239,785963,20151,7073667
2021-04-18,2291,788254,20619,7094286
2021-04-19,2369,790623,21321,7115607
2021-04-20,2183,792806,19647,7135254
2021-04-21,2149,794955,19341,7154595
2021-04-22,2091,797046,18819,7173414
2021-04-23,2028,799074,18252,7191666
2021-04-24,1974,801048,17766,7209432
2021-04-25,1909,802957,17181,7226613
2021-04-26,1893,804850,17037,7243650
2021-04-27,1832,806682,16488,7260138
2021-04-28,1775,808457,15975,7276113
2021-04-29,1709,810166,15381,7291494
2021-04-30,1666,811832,14994,7306488
2021-05-01,1556,813388,14004,7320492
2021-05-02,1533,814921,13797,7334289
2021-05-03,1517,816438,13653,7347942
2021-05-04,1438,817876,12942,7360884
2021-05-05,1396,819272,12564,7373448
2021-05-06,1323,820595,11907,7385355
2021-05-07,1290,821885,11610,7396965
2021-05-08,1228,823113,11052,7408017
2021-05-09,1204,824317,10836,7418853
2021-05-10,1174,825491,10566,7429419
2021-05-11,1130,826621,10170,7439589
2021-05-12,1088,827709,9792,7449381
2021-05-13,1046,828755,9414,7458795
2021-05-14,1013,829768,9117,7467912
2021-05-15,963,830731,8667,7476579
2021-05-16,968,831699,8712,7485291
2021-05-17,964,832663,8676,7493967
2021-05-18,923,833586,8307,7502274
2021-05-19,882,834468,7938,7510212
2021-05-20,827,835295,7443,7517655
2021-05-21,794,836089,7146,7524801
2021-05-22,763,836852,6867,7531668
2021-05-23,694,837546,6246,7537914
2021-05-24,638,838184,5742,7543656
2021-05-25,574,838758,5166,7548822
2021-05-26,651,839409,5859,7554681
2021-05-27,607,840016,5463,7560144
2021-05-28,598,840614,5382,7565526
2021-05-29,-333,840281,-2997,7562529
2021-05-30,-394,839887,-3546,7558983
2021-05-31,-437,839450,-3933,7555050
2021-06-01,-473,838977,-4257,7550793
2021-06-02,-519,838458,-4671,7546122
2021-06-03,-576,837882,-5184,7540938
2021-06-04,-629,837253,-5661,7535277
2021-06-05,-342,836911,-3078,7532199
2021-06-06,-341,836570,-3069,7529130
2021-06-07,-342,836228,-3078,7526052
2021-06-08,-484,835744,-4356,7521696
2021-06-09,-509,835235,-4581,7517115
2021-06-10,-552,834683,-4968,7512147
2021-06-11,287,834970,2583,7514730
2021-06-12,523,835493,4707,7519437
2021-06-13,523,836016,4707,7524144
2021-06-14,523,836539,4707,7528851
2021-06-15,522,837061,4698,7533549
2021-06-16,523,837584,4707,7538256
2021-06-17,523,838107,4707,7542963
2021-06-18,236,838343,2124,7545087
2021-06-19,516,838859,4644,7549731
2021-06-20,516,839375,4644,7554375
2021-06-21,516,839891,4644,7559019
2021-06-22,516,840407,4644,7563663
2021-06-23,516,840923,4644,7568307
2021-06-24,516,841439,4644,7572951
2021-06-25,281,841720,2529,7575480
2021-06-26,664,842384,5976,7581456
2021-06-27,665,843049,5985,7587441
2021-06-28,664,843713,5976,7593417
2021-06-29,665,844378,5985,7599402
2021-06-30,664,845042,5976,7605378
2021-07-01,665,845707,5985,7611363
2021-07-02,383,846090,3447,7614810
2021-07-03,963,847053,8667,7623477
2021-07-04,962,848015,8658,7632135
2021-07-05,963,848978,8667,7640802
2021-07-06,962,849940,8658,7649460
2021-07-07,963,850903,8667,7658127
2021-07-08,962,851865,8658,7666785
2021-07-09,579,852444,5211,7671996
2021-07-10,1554,853998,13986,7685982
2021-07-11,1554,855552,13986,7699968
2021-07-12,1553,857105,13977,7713945
2021-07-13,1554,858659,13986,7727931
2021-07-14,1554,860213,13986,7741917
2021-07-15,1553,861766,13977,7755894
2021-07-16,975,862741,8775,7764669
2021-07-17,2518,865259,22662,7787331
2021-07-18,2518,867777,22662,7809993
2021-07-19,2517,870294,22653,7832646
2021-07-20,2518,872812,22662,7855308
2021-07-21,2518,875330,22662,7877970
2021-07-22,2517,877847,22653,7900623
2021-07-23,1543,879390,13887,7914510
2021-07-24,3770,883160,33930,7948440
2021-07-25,3769,886929,33921,7982361
2021-07-26,3770,890699,33930,8016291
2021-07-27,3770,894469,33930,8050221
2021-07-28,3769,898238,33921,8084142
2021-07-29,3770,902008,33930,8118072
2021-07-30,2227,904235,20043,8138115
2021-07-31,5136,909371,46224,8184339
2021-08-01,5135,914506,46215,8230554
2021-08-02,5136,919642,46224,8276778
2021-08-03,5135,924777,46215,8322993
2021-08-04,5136,929913,46224,8369217
2021-08-05,5135,935048,46215,8415432
2021-08-06,2909,937957,26181,8441613
2021-08-07,6204,944161,55836,8497449
2021-08-08,6204,950365,55836,8553285
2021-08-09,6205,956570,55845,8609130
2021-08-10,6204,962774,55836,8664966
2021-08-11,6204,968978,55836,8720802
2021-08-12,6205,975183,55845,8776647
2021-08-13,3296,978479,29664,8806311
2021-08-14,6406,984885,57654,8863965
2021-08-15,6406,991291,57654,8921619
2021-08-16,6406,997697,57654,8979273
2021-08-17,6406,1004103,57654,9036927
2021-08-18,6406,1010509,57654,9094581
2021-08-19,6406,1016915,57654,9152235
2021-08-20,3110,1020025,27990,9180225
2021-08-21,5790,1025815,52110,9232335
2021-08-22,5790,1031605,52110,9284445
2021-08-23,5790,1037395,52110,9336555
2021-08-24,5790,1043185,52110,9388665
2021-08-25,5790,1048975,52110,9440775
2021-08-26,5789,1054764,52101,9492876
2021-08-27,2680,1057444,24120,9516996
2021-08-28,4724,1062168,42516,9559512
2021-08-29,4724,1066892,42516,9602028
2021-08-30,4724,1071616,42516,9644544
2021-08-31,4724,1076340,42516,9687060
2021-09-01,4725,1081065,42525,9729585
2021-09-02,4724,1085789,42516,9772101
2021-09-03,2044,1087833,18396,9790497
2021-09-04,3687,1091520,33183,9823680
2021-09-05,3688,1095208,33192,9856872
2021-09-06,3687,1098895,33183,9890055
2021-09-07,3688,1102583,33192,9923247
2021-09-08,3687,1106270,33183,9956430
2021-09-09,3688,1109958,33192,9989622
2021-09-10,1643,1111601,14787,10004409
2021-09-11,2928,1114529,26352,10030761
2021-09-12,2928,1117457,26352,10057113
2021-09-13,2928,1120385,26352,10083465
2021-09-14,2928,1123313,26352,10109817
2021-09-15,2928,1126241,26352,10136169
2021-09-16,2928,1129169,26352,10162521
2021-09-17,1284,1130453,11556,10174077
2021-09-18,2333,1132786,20997,10195074
2021-09-19,2332,1135118,20988,10216062
2021-09-20,2332,1137450,20988,10237050
2021-09-21,2333,1139783,20997,10258047
2021-09-22,2332,1142115,20988,10279035
2021-09-23,2332,1144447,20988,10300023
2021-09-24,1048,1145495,9432,10309455
2021-09-25,1821,1147316,16389,10325844
2021-09-26,1821,1149137,16389,10342233
2021-09-27,1821,1150958,16389,10358622
2021-09-28,1821,1152779,16389,10375011
2021-09-29,1821,1154600,16389,10391400
2021-09-30,1821,1156421,16389,10407789
2021-10-01,774,1157195,6966,10414755
2021-10-02,1339,1158534,12051,10426806
2021-10-03,1340,1159874,12060,10438866
2021-10-04,1340,1161214,12060,10450926
2021-10-05,1340,1162554,12060,10462986
2021-10-06,1339,1163893,12051,10475037
2021-10-07,1340,1165233,12060,10487097
2021-10-08,566,1165799,5094,10492191
2021-10-09,999,1166798,8991,10501182
2021-10-10,1000,1167798,9000,10510182
2021-10-11,999,1168797,8991,10519173
2021-10-12,999,1169796,8991,10528164
2021-10-13,1000,1170796,9000,10537164
2021-10-14,999,1171795,8991,10546155
2021-10-15,433,1172228,3897,10550052
2021-10-16,766,1172994,6894,10556946
2021-10-17,767,1173761,6903,10563849
2021-10-18,766,1174527,6894,10570743
2021-10-19,766,1175293,6894,10577637
2021-10-20,766,1176059,6894,10584531
2021-10-21,767,1176826,6903,10591434
2021-10-22,333,1177159,2997,10594431
2021-10-23,621,1177780,5589,10600020
2021-10-24,620,1178400,5580,10605600
2021-10-25,621,1179021,5589,10611189
2021-10-26,621,1179642,5589,10616778
2021-10-27,620,1180262,5580,10622358
2021-10-28,621,1180883,5589,10627947
2021-10-29,288,1181171,2592,10630539
2021-10-30,553,1181724,4977,10635516
2021-10-31,553,1182277,4977,10640493
2021-11-01,554,1182831,4986,10645479
2021-11-02,553,1183384,4977,10650456
2021-11-03,553,1183937,4977,10655433
2021-11-04,554,1184491,4986,10660419
2021-11-05,266,1184757,2394,10662813
2021-11-06,527,1185284,4743,10667556
2021-11-07,528,1185812,4752,10672308
2021-11-08,528,1186340,4752,10677060
2021-11-09,528,1186868,4752,10681812
2021-11-10,528,1187396,4752,10686564
2021-11-11,527,1187923,4743,10691307
2021-11-12,262,1188185,2358,10693665
2021-11-13,507,1188692,4563,10698228
2021-11-14,507,1189199,4563,10702791
2021-11-15,507,1189706,4563,10707354
2021-11-16,507,1190213,4563,10711917
2021-11-17,507,1190720,4563,10716480
2021-11-18,507,1191227,4563,10721043
2021-11-19,245,1191472,2205,10723248
2021-11-20,245,1191717,2205,10725453
2021-11-21,245,1191962,2205,10727658
2021-11-22,245,1192207,2205,10729863
2021-11-23,245,1192452,2205,10732068
2021-11-24,461,1192913,4149,10736217
2021-11-25,461,1193374,4149,10740366
2021-11-26,216,1193590,1944,10742310
2021-11-27,488,1194078,4392,10746702
2021-11-28,524,1194602,4716,10751418
2021-11-29,569,1195171,5121,10756539
2021-11-30,620,1195791,5580,10762119
2021-12-01,682,1196473,6138,10768257
2021-12-02,758,1197231,6822,10775079
2021-12-03,853,1198084,7677,10782756
2021-12-04,975,1199059,8775,10791531
