OnsetDate,CaseNum,CaseSum,UncaseNum,UncaseSum
2020-09-13,687,266573,2748,1066292
2020-09-14,702,267275,2808,1069100
2020-09-15,692,267967,2768,1071868
2020-09-16,701,268668,2804,1074672
2020-09-17,696,269364,2784,1077456
2020-09-18,685,270049,2740,1080196
2020-09-19,693,270742,2772,1082968
2020-09-20,700,271442,2800,1085768
2020-09-21,709,272151,2836,1088604
2020-09-22,661,272812,2644,1091248
2020-09-23,682,273494,2728,1093976
2020-09-24,652,274146,2608,1096584
2020-09-25,653,274799,2612,1099196
2020-09-26,637,275436,2548,1101744
2020-09-27,639,276075,2556,1104300
2020-09-28,647,276722,2588,1106888
2020-09-29,623,277345,2492,1109380
2020-09-30,618,277963,2472,1111852
2020-10-01,625,278588,2500,1114352
2020-10-02,622,279210,2488,1116840
2020-10-03,621,279831,2484,1119324
2020-10-04,583,280414,2332,1121656
2020-10-05,709,281123,2836,1124492
2020-10-06,665,281788,2660,1127152
2020-10-07,687,282475,2748,1129900
2020-10-08,687,283162,2748,1132648
2020-10-09,695,283857,2780,1135428
2020-10-10,715,284572,2860,1138288
2020-10-11,754,285326,3016,1141304
2020-10-12,792,286118,3168,1144472
2020-10-13,787,286905,3148,1147620
2020-10-14,805,287710,3220,1150840
2020-10-15,788,288498,3152,1153992
2020-10-16,866,289364,3464,1157456
2020-10-17,954,290318,3816,1161272
2020-10-18,922,291240,3688,1164960
2020-10-19,950,292190,3800,1168760
2020-10-20,992,293182,3968,1172728
2020-10-21,1035,294217,4140,1176868
2020-10-22,1086,295303,4344,1181212
2020-10-23,1119,296422,4476,1185688
2020-10-24,1176,297598,4704,1190392
2020-10-25,1167,298765,4668,1195060
2020-10-26,1266,300031,5064,1200124
2020-10-27,1321,301352,5284,1205408
2020-10-28,1402,302754,5608,1211016
2020-10-29,1376,304130,5504,1216520
2020-10-30,1480,305610,5920,1222440
2020-10-31,1525,307135,6100,1228540
2020-11-01,1583,308718,6332,1234872
2020-11-02,1698,310416,6792,1241664
2020-11-03,1689,312105,6756,1248420
2020-11-04,1642,313747,6568,1254988
2020-11-05,1644,315391,6576,1261564
2020-11-06,1657,317048,6628,1268192
2020-11-07,1831,318879,7324,1275516
2020-11-08,1822,320701,7288,1282804
2020-11-09,2019,322720,8076,1290880
2020-11-10,2023,324743,8092,1298972
2020-11-11,2155,326898,8620,1307592
2020-11-12,2179,329077,8716,1316308
2020-11-13,2277,331354,9108,1325416
2020-11-14,2417,333771,9668,1335084
2020-11-15,2454,336225,9816,1344900
2020-11-16,2573,338798,10292,1355192
2020-11-17,2694,341492,10776,1365968
2020-11-18,2813,344305,11252,1377220
2020-11-19,2905,347210,11620,1388840
2020-11-20,2676,349886,10704,1399544
2020-11-21,3018,352904,12072,1411616
2020-11-22,2880,355784,11520,1423136
2020-11-23,2980,358764,11920,1435056
2020-11-24,2971,361735,11884,1446940
2020-11-25,3010,364745,12040,1458980
2020-11-26,3041,367786,12164,1471144
2020-11-27,3081,370867,12324,1483468
2020-11-28,3136,374003,12544,1496012
2020-11-29,3208,377211,12832,1508844
2020-11-30,3262,380473,13048,1521892
2020-12-01,3266,383739,13064,1534956
2020-12-02,3265,387004,13060,1548016
2020-12-03,3525,390529,14100,1562116
2020-12-04,3339,393868,13356,1575472
2020-12-05,3427,397295,13708,1589180
2020-12-06,3454,400749,13816,1602996
2020-12-07,3485,404234,13940,1616936
2020-12-08,3472,407706,13888,1630824
2020-12-09,3433,411139,13732,1644556
2020-12-10,3442,414581,13768,1658324
2020-12-11,3463,418044,13852,1672176
2020-12-12,3510,421554,14040,1686216
2020-12-13,3553,425107,14212,1700428
2020-12-14,3560,428667,14240,1714668
2020-12-15,3596,432263,14384,1729052
2020-12-16,3599,435862,14396,1743448
2020-12-17,3573,439435,14292,1757740
2020-12-18,3590,443025,14360,1772100
2020-12-19,3334,446359,13336,1785436
2020-12-20,3479,449838,13916,1799352
2020-12-21,3438,453276,13752,1813104
2020-12-22,3436,456712,13744,1826848
2020-12-23,3452,460164,13808,1840656
2020-12-24,3466,463630,13864,1854520
2020-12-25,3530,467160,14120,1868640
2020-12-26,3239,470399,12956,1881596
2020-12-27,3718,474117,14872,1896468
2020-12-28,3654,477771,14616,1911084
2020-12-29,3701,481472,14804,1925888
2020-12-30,3806,485278,15224,1941112
2020-12-31,3905,489183,15620,1956732
2021-01-01,4351,493534,17404,1974136
2021-01-02,4411,497945,17644,1991780
2021-01-03,4570,502515,18280,2010060
2021-01-04,4638,507153,18552,2028612
2021-01-05,4611,511764,18444,2047056
2021-01-06,4619,516383,18476,2065532
2021-01-07,4534,520917,18136,2083668
2021-01-08,4879,525796,19516,2103184
2021-01-09,4543,530339,18172,2121356
2021-01-10,4633,534972,18532,2139888
2021-01-11,4638,539610,18552,2158440
2021-01-12,4505,544115,18020,2176460
2021-01-13,4353,548468,17412,2193872
2021-01-14,4203,552671,16812,2210684
2021-01-15,4034,556705,16136,2226820
2021-01-16,3988,560693,15952,2242772
2021-01-17,3992,564685,15968,2258740
2021-01-18,3938,568623,15752,2274492
2021-01-19,3848,572471,15392,2289884
2021-01-20,3770,576241,15080,2304964
2021-01-21,3612,579853,14448,2319412
2021-01-22,3509,583362,14036,2333448
2021-01-23,3484,586846,13936,2347384
2021-01-24,3532,590378,14128,2361512
2021-01-25,3499,593877,13996,2375508
2021-01-26,3437,597314,13748,2389256
2021-01-27,3393,600707,13572,2402828
2021-01-28,3261,603968,13044,2415872
2021-01-29,3162,607130,12648,2428520
2021-01-30,3197,610327,12788,2441308
2021-01-31,3161,613488,12644,2453952
2021-02-01,3091,616579,12364,2466316
2021-02-02,3040,619619,12160,2478476
2021-02-03,3040,622659,12160,2490636
2021-02-04,2977,625636,11908,2502544
2021-02-05,2927,628563,11708,2514252
2021-02-06,2777,631340,11108,2525360
2021-02-07,2803,634143,11212,2536572
2021-02-08,2783,636926,11132,2547704
2021-02-09,2631,639557,10524,2558228
2021-02-10,2643,642200,10572,2568800
2021-02-11,2636,644836,10544,2579344
2021-02-12,2425,647261,9700,2589044
2021-02-13,2427,649688,9708,2598752
2021-02-14,2454,652142,9816,2608568
2021-02-15,2425,654567,9700,2618268
2021-02-16,2369,656936,9476,2627744
2021-02-17,2315,659251,9260,2637004
2021-02-18,2280,661531,9120,2646124
2021-02-19,2266,663797,9064,2655188
2021-02-20,2214,666011,8856,2664044
2021-02-21,2217,668228,8868,2672912
2021-02-22,2309,670537,9236,2682148
2021-02-23,2175,672712,8700,2690848
2021-02-24,2204,674916,8816,2699664
2021-02-25,2283,677199,9132,2708796
2021-02-26,2269,679468,9076,2717872
2021-02-27,2251,681719,9004,2726876
2021-02-28,2231,683950,8924,2735800
2021-03-01,2245,686195,8980,2744780
2021-03-02,2193,688388,8772,2753552
2021-03-03,2137,690525,8548,2762100
2021-03-04,2091,692616,8364,2770464
2021-03-05,2079,694695,8316,2778780
2021-03-06,2086,696781,8344,2787124
2021-03-07,2064,698845,8256,2795380
2021-03-08,2137,700982,8548,2803928
2021-03-09,2001,702983,8004,2811932
2021-03-10,1944,704927,7776,2819708
2021-03-11,1897,706824,7588,2827296
2021-03-12,1856,708680,7424,2834720
2021-03-13,1888,710568,7552,2842272
2021-03-14,1910,712478,7640,2849912
2021-03-15,1923,714401,7692,2857604
2021-03-16,1881,716282,7524,2865128
2021-03-17,1891,718173,7564,2872692
2021-03-18,1871,720044,7484,2880176
2021-03-19,1880,721924,7520,2887696
2021-03-20,1886,723810,7544,2895240
2021-03-21,1949,725759,7796,2903036
2021-03-22,2008,727767,8032,2911068
2021-03-23,1963,729730,7852,2918920
2021-03-24,1991,731721,7964,2926884
2021-03-25,1980,733701,7920,2934804
2021-03-26,2027,735728,8108,2942912
2021-03-27,2054,737782,8216,2951128
2021-03-28,2117,739899,8468,2959596
2021-03-29,2180,742079,8720,2968316
2021-03-30,2125,744204,8500,2976816
2021-03-31,2163,746367,8652,2985468
2021-04-01,2160,748527,8640,2994108
2021-04-02,2228,750755,8912,3003020
2021-04-03,2264,753019,9056,3012076
2021-04-04,2313,755332,9252,3021328
2021-04-05,2361,757693,9444,3030772
2021-04-06,2241,759934,8964,3039736
2021-04-07,2379,762313,9516,3049252
2021-04-08,2342,764655,9368,3058620
2021-04-09,2335,766990,9340,3067960
2021-04-10,2359,769349,9436,3077396
2021-04-11,2388,771737,9552,3086948
2021-04-12,2498,774235,9992,3096940
2021-04-13,2437,776672,9748,3106688
2021-04-14,2423,779095,9692,3116380
2021-04-15,2335,781430,9340,3125720
2021-04-16,2294,783724,9176,3134896
2021-04-17,2239,785963,8956,3143852
2021-04-18,2291,788254,9164,3153016
2021-04-19,2369,790623,9476,3162492
2021-04-20,2183,792806,8732,3171224
2021-04-21,2149,794955,8596,3179820
2021-04-22,2091,797046,8364,3188184
2021-04-23,2028,799074,8112,3196296
2021-04-24,1974,801048,7896,3204192
2021-04-25,1909,802957,7636,3211828
2021-04-26,1893,804850,7572,3219400
2021-04-27,1832,806682,7328,3226728
2021-04-28,1775,808457,7100,3233828
2021-04-29,1709,810166,6836,3240664
2021-04-30,1666,811832,6664,3247328
2021-05-01,1556,813388,6224,3253552
2021-05-02,1533,814921,6132,3259684
2021-05-03,1517,816438,6068,3265752
2021-05-04,1438,817876,5752,3271504
2021-05-05,1396,819272,5584,3277088
2021-05-06,1323,820595,5292,3282380
2021-05-07,1290,821885,5160,3287540
2021-05-08,1228,823113,4912,3292452
2021-05-09,1204,824317,4816,3297268
2021-05-10,1174,825491,4696,3301964
2021-05-11,1130,826621,4520,3306484
2021-05-12,1088,827709,4352,3310836
2021-05-13,1046,828755,4184,3315020
2021-05-14,1013,829768,4052,3319072
2021-05-15,963,830731,3852,3322924
2021-05-16,968,831699,3872,3326796
2021-05-17,964,832663,3856,3330652
2021-05-18,923,833586,3692,3334344
2021-05-19,882,834468,3528,3337872
2021-05-20,827,835295,3308,3341180
2021-05-21,794,836089,3176,3344356
2021-05-22,763,836852,3052,3347408
2021-05-23,694,837546,2776,3350184
2021-05-24,638,838184,2552,3352736
2021-05-25,574,838758,2296,3355032
2021-05-26,651,839409,2604,3357636
2021-05-27,607,840016,2428,3360064
2021-05-28,598,840614,2392,3362456
2021-05-29,-333,840281,-1332,3361124
2021-05-30,-394,839887,-1576,3359548
2021-05-31,-437,839450,-1748,3357800
2021-06-01,-473,838977,-1892,3355908
2021-06-02,-519,838458,-2076,3353832
2021-06-03,-576,837882,-2304,3351528
2021-06-04,-629,837253,-2516,3349012
2021-06-05,-342,836911,-1368,3347644
2021-06-06,-341,836570,-1364,3346280
2021-06-07,-342,836228,-1368,3344912
2021-06-08,-484,835744,-1936,3342976
2021-06-09,-509,835235,-2036,3340940
2021-06-10,-552,834683,-2208,3338732
2021-06-11,287,834970,1148,3339880
2021-06-12,523,835493,2092,3341972
2021-06-13,523,836016,2092,3344064
2021-06-14,523,836539,2092,3346156
2021-06-15,522,837061,2088,3348244
2021-06-16,523,837584,2092,3350336
2021-06-17,523,838107,2092,3352428
2021-06-18,236,838343,944,3353372
2021-06-19,516,838859,2064,3355436
2021-06-20,516,839375,2064,3357500
2021-06-21,516,839891,2064,3359564
2021-06-22,516,840407,2064,3361628
2021-06-23,516,840923,2064,3363692
2021-06-24,516,841439,2064,3365756
2021-06-25,281,841720,1124,3366880
2021-06-26,664,842384,2656,3369536
2021-06-27,665,843049,2660,3372196
2021-06-28,664,843713,2656,3374852
2021-06-29,665,844378,2660,3377512
2021-06-30,664,845042,2656,3380168
2021-07-01,665,845707,2660,3382828
2021-07-02,383,846090,1532,3384360
2021-07-03,963,847053,3852,3388212
2021-07-04,962,848015,3848,3392060
2021-07-05,963,848978,3852,3395912
2021-07-06,962,849940,3848,3399760
2021-07-07,963,850903,3852,3403612
2021-07-08,962,851865,3848,3407460
2021-07-09,579,852444,2316,3409776
2021-07-10,1554,853998,6216,3415992
2021-07-11,1554,855552,6216,3422208
2021-07-12,1553,857105,6212,3428420
2021-07-13,1554,858659,6216,3434636
2021-07-14,1554,860213,6216,3440852
2021-07-15,1553,861766,6212,3447064
2021-07-16,975,862741,3900,3450964
2021-07-17,2518,865259,10072,3461036
2021-07-18,2518,867777,10072,3471108
2021-07-19,2517,870294,10068,3481176
2021-07-20,2518,872812,10072,3491248
2021-07-21,2518,875330,10072,3501320
2021-07-22,2517,877847,10068,3511388
2021-07-23,1543,879390,6172,3517560
2021-07-24,3770,883160,15080,3532640
2021-07-25,3769,886929,15076,3547716
2021-07-26,3770,890699,15080,3562796
2021-07-27,3770,894469,15080,3577876
2021-07-28,3769,898238,15076,3592952
2021-07-29,3770,902008,15080,3608032
2021-07-30,2227,904235,8908,3616940
2021-07-31,5136,909371,20544,3637484
2021-08-01,5135,914506,20540,3658024
2021-08-02,5136,919642,20544,3678568
2021-08-03,5135,924777,20540,3699108
2021-08-04,5136,929913,20544,3719652
2021-08-05,5135,935048,20540,3740192
2021-08-06,2909,937957,11636,3751828
2021-08-07,6204,944161,24816,3776644
2021-08-08,6204,950365,24816,3801460
2021-08-09,6205,956570,24820,3826280
2021-08-10,6204,962774,24816,3851096
2021-08-11,6204,968978,24816,3875912
2021-08-12,6205,975183,24820,3900732
2021-08-13,3296,978479,13184,3913916
2021-08-14,6406,984885,25624,3939540
2021-08-15,6406,991291,25624,3965164
2021-08-16,6406,997697,25624,3990788
2021-08-17,6406,1004103,25624,4016412
2021-08-18,6406,1010509,25624,4042036
2021-08-19,6406,1016915,25624,4067660
2021-08-20,3110,1020025,12440,4080100
2021-08-21,5790,1025815,23160,4103260
2021-08-22,5790,1031605,23160,4126420
2021-08-23,5790,1037395,23160,4149580
2021-08-24,5790,1043185,23160,4172740
2021-08-25,5790,1048975,23160,4195900
2021-08-26,5789,1054764,23156,4219056
2021-08-27,2680,1057444,10720,4229776
2021-08-28,4724,1062168,18896,4248672
2021-08-29,4724,1066892,18896,4267568
2021-08-30,4724,1071616,18896,4286464
2021-08-31,4724,1076340,18896,4305360
2021-09-01,4725,1081065,18900,4324260
2021-09-02,4724,1085789,18896,4343156
2021-09-03,2044,1087833,8176,4351332
2021-09-04,3687,1091520,14748,4366080
2021-09-05,3688,1095208,14752,4380832
2021-09-06,3687,1098895,14748,4395580
2021-09-07,3688,1102583,14752,4410332
2021-09-08,3687,1106270,14748,4425080
2021-09-09,3688,1109958,14752,4439832
2021-09-10,1643,1111601,6572,4446404
2021-09-11,2928,1114529,11712,4458116
2021-09-12,2928,1117457,11712,4469828
2021-09-13,2928,1120385,11712,4481540
2021-09-14,2928,1123313,11712,4493252
2021-09-15,2928,1126241,11712,4504964
2021-09-16,2928,1129169,11712,4516676
2021-09-17,1284,1130453,5136,4521812
2021-09-18,2333,1132786,9332,4531144
2021-09-19,2332,1135118,9328,4540472
2021-09-20,2332,1137450,9328,4549800
2021-09-21,2333,1139783,9332,4559132
2021-09-22,2332,1142115,9328,4568460
2021-09-23,2332,1144447,9328,4577788
2021-09-24,1048,1145495,4192,4581980
2021-09-25,1821,1147316,7284,4589264
2021-09-26,1821,1149137,7284,4596548
2021-09-27,1821,1150958,7284,4603832
2021-09-28,1821,1152779,7284,4611116
2021-09-29,1821,1154600,7284,4618400
2021-09-30,1821,1156421,7284,4625684
2021-10-01,774,1157195,3096,4628780
2021-10-02,1339,1158534,5356,4634136
2021-10-03,1340,1159874,5360,4639496
2021-10-04,1340,1161214,5360,4644856
2021-10-05,1340,1162554,5360,4650216
2021-10-06,1339,1163893,5356,4655572
2021-10-07,1340,1165233,5360,4660932
2021-10-08,566,1165799,2264,4663196
2021-10-09,999,1166798,3996,4667192
2021-10-10,1000,1167798,4000,4671192
2021-10-11,999,1168797,3996,4675188
2021-10-12,999,1169796,3996,4679184
2021-10-13,1000,1170796,4000,4683184
2021-10-14,999,1171795,3996,4687180
2021-10-15,433,1172228,1732,4688912
2021-10-16,766,1172994,3064,4691976
2021-10-17,767,1173761,3068,4695044
2021-10-18,766,1174527,3064,4698108
2021-10-19,766,1175293,3064,4701172
2021-10-20,766,1176059,3064,4704236
2021-10-21,767,1176826,3068,4707304
2021-10-22,333,1177159,1332,4708636
2021-10-23,621,1177780,2484,4711120
2021-10-24,620,1178400,2480,4713600
2021-10-25,621,1179021,2484,4716084
2021-10-26,621,1179642,2484,4718568
2021-10-27,620,1180262,2480,4721048
2021-10-28,621,1180883,2484,4723532
2021-10-29,288,1181171,1152,4724684
2021-10-30,553,1181724,2212,4726896
2021-10-31,553,1182277,2212,4729108
2021-11-01,554,1182831,2216,4731324
2021-11-02,553,1183384,2212,4733536
2021-11-03,553,1183937,2212,4735748
2021-11-04,554,1184491,2216,4737964
2021-11-05,266,1184757,1064,4739028
2021-11-06,527,1185284,2108,4741136
2021-11-07,528,1185812,2112,4743248
2021-11-08,528,1186340,2112,4745360
2021-11-09,528,1186868,2112,4747472
2021-11-10,528,1187396,2112,4749584
2021-11-11,527,1187923,2108,4751692
2021-11-12,262,1188185,1048,4752740
2021-11-13,507,1188692,2028,4754768
2021-11-14,507,1189199,2028,4756796
2021-11-15,507,1189706,2028,4758824
2021-11-16,507,1190213,2028,4760852
2021-11-17,507,1190720,2028,4762880
2021-11-18,507,1191227,2028,4764908
2021-11-19,245,1191472,980,4765888
2021-11-20,245,1191717,980,4766868
2021-11-21,245,1191962,980,4767848
2021-11-22,245,1192207,980,4768828
2021-11-23,245,1192452,980,4769808
2021-11-24,461,1192913,1844,4771652
2021-11-25,461,1193374,1844,4773496
2021-11-26,216,1193590,864,4774360
2021-11-27,488,1194078,1952,4776312
2021-11-28,524,1194602,2096,4778408
2021-11-29,569,1195171,2276,4780684
2021-11-30,620,1195791,2480,4783164
2021-12-01,682,1196473,2728,4785892
2021-12-02,758,1197231,3032,4788924
2021-12-03,853,1198084,3412,4792336
2021-12-04,975,1199059,3900,4796236
